Year,DOI,Title,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Title,OpenAlex DOI,OpenAlex URL,OpenAlex Venue ID,OpenAlex Venue Name,OpenAlex Publisher,Publication Type,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Authors,Number of Concepts,Number of Citations,Citation API URL,Number of Citation API URLs
2012,10.1109/TVCG.2012.228,Generalized Topological Simplification of Scalar fields on Surfaces,2012,2012-12-01,W2067332575,Generalized Topological Simplification of Scalar Fields on Surfaces,https://doi.org/10.1109/tvcg.2012.228,https://doi.org/10.1109/tvcg.2012.228,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2005,2013,9.0,19,2,9,33,https://api.openalex.org/works?filter=cites:W2067332575,1
2012,10.1109/TVCG.2012.284,Visualization of Temporal Similarity in field Data,2012,2012-12-01,W2139205907,Visualization of Temporal Similarity in Field Data,https://doi.org/10.1109/tvcg.2012.284,https://doi.org/10.1109/tvcg.2012.284,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2023,2032,10.0,40,3,14,21,https://api.openalex.org/works?filter=cites:W2139205907,1
2012,10.1109/VAST.2012.6400560,The Deshredder: A visual analytic approach to reconstructing shredded documents,2012,2012-10-14,W2084943040,The Deshredder: A visual analytic approach to reconstructing shredded documents,https://doi.org/10.1109/vast.2012.6400560,https://doi.org/10.1109/vast.2012.6400560,,visual analytics science and technology,IEEE,proceedings-article,113,122,10.0,28,3,12,21,https://api.openalex.org/works?filter=cites:W2084943040,1
2013,10.1109/TVCG.2013.170,"Interactive Visualizations on Large and Small Displays: The Interrelation of Display Size, Information Space, and Scale",2013,2013-12-01,W1964295581,"Interactive Visualizations on Large and Small Displays: The Interrelation of Display Size, Information Space, and Scale",https://doi.org/10.1109/tvcg.2013.170,https://doi.org/10.1109/tvcg.2013.170,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2336,2345,10.0,29,2,12,28,https://api.openalex.org/works?filter=cites:W1964295581,1
2013,10.1109/TVCG.2013.131,An Exploration Framework to Identify and Track Movement of Cloud Systems,2013,2013-12-01,W2084257270,An Exploration Framework to Identify and Track Movement of Cloud Systems,https://doi.org/10.1109/tvcg.2013.131,https://doi.org/10.1109/tvcg.2013.131,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2896,2905,10.0,45,3,8,30,https://api.openalex.org/works?filter=cites:W2084257270,1
2013,10.1109/TVCG.2013.169,Interactive Patient-Specific Vascular Modeling with Sweep Surfaces,2013,2013-12-01,W2092809252,Interactive Patient-Specific Vascular Modeling with Sweep Surfaces,https://doi.org/10.1109/tvcg.2013.169,https://doi.org/10.1109/tvcg.2013.169,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2828,2837,10.0,45,4,8,21,https://api.openalex.org/works?filter=cites:W2092809252,1
2013,10.1109/TVCG.2013.207,Transformation of an Uncertain Video Search Pipeline to a Sketch-Based Visual Analytics Loop,2013,2013-12-01,W2072770403,Transformation of an Uncertain Video Search Pipeline to a Sketch-Based Visual Analytics Loop,https://doi.org/10.1109/tvcg.2013.207,https://doi.org/10.1109/tvcg.2013.207,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2109,2118,10.0,39,7,11,22,https://api.openalex.org/works?filter=cites:W2072770403,1
2014,10.1109/TVCG.2014.2346454,LiveGantt: Interactively Visualizing a Large Manufacturing Schedule,2014,2014-11-06,W2066431640,LiveGantt: Interactively Visualizing a Large Manufacturing Schedule,https://doi.org/10.1109/tvcg.2014.2346454,https://doi.org/10.1109/tvcg.2014.2346454,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2329,2338,10.0,24,5,9,31,https://api.openalex.org/works?filter=cites:W2066431640,1
2014,10.1109/TVCG.2014.2346319,Interactive Progressive Visualization with Space-Time Error Control,2014,2014-12-01,W2041272668,Interactive Progressive Visualization with Space-Time Error Control,https://doi.org/10.1109/tvcg.2014.2346319,https://doi.org/10.1109/tvcg.2014.2346319,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2397,2406,10.0,33,4,13,23,https://api.openalex.org/works?filter=cites:W2041272668,1
2014,10.1109/TVCG.2014.2346744,Visual Analytics for Complex Engineering Systems: Hybrid Visual Steering of Simulation Ensembles,2014,2014-12-01,W2019310659,Visual Analytics for Complex Engineering Systems: Hybrid Visual Steering of Simulation Ensembles,https://doi.org/10.1109/tvcg.2014.2346744,https://doi.org/10.1109/tvcg.2014.2346744,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1803,1812,10.0,38,7,6,22,https://api.openalex.org/works?filter=cites:W2019310659,1
2014,10.1109/TVCG.2014.2346898,Visual Analysis of Public Utility Service Problems in a Metropolis,2014,2014-11-06,W1988424866,Visual Analysis of Public Utility Service Problems in a Metropolis,https://doi.org/10.1109/tvcg.2014.2346898,https://doi.org/10.1109/tvcg.2014.2346898,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1843,1852,10.0,40,8,11,28,https://api.openalex.org/works?filter=cites:W1988424866,1
2015,10.1109/TVCG.2015.2467202,CAST: Effective and Efficient User Interaction for Context-Aware Selection in 3D Particle Clouds,2016,2016-01-31,W1921464710,CAST: Effective and Efficient User Interaction for Context-Aware Selection in 3D Particle Clouds,https://doi.org/10.1109/tvcg.2015.2467202,https://doi.org/10.1109/tvcg.2015.2467202,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,886,895,10.0,58,4,10,33,https://api.openalex.org/works?filter=cites:W1921464710,1
2015,10.1109/TVCG.2015.2467432,Interstitial and Interlayer Ion Diffusion Geometry Extraction in Graphitic Nanosphere Battery Materials,2016,2016-01-31,W1930589737,Interstitial and Interlayer Ion Diffusion Geometry Extraction in Graphitic Nanosphere Battery Materials,https://doi.org/10.1109/tvcg.2015.2467432,https://doi.org/10.1109/tvcg.2015.2467432,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,916,925,10.0,44,8,13,35,https://api.openalex.org/works?filter=cites:W1930589737,1
2015,10.1109/TVCG.2015.2467441,NeuroBlocks - Visual Tracking of Segmentation and Proofreading for Large Connectomics Projects,2016,2016-01-31,W1926682734,NeuroBlocks – Visual Tracking of Segmentation and Proofreading for Large Connectomics Projects,https://doi.org/10.1109/tvcg.2015.2467441,https://doi.org/10.1109/tvcg.2015.2467441,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,738,746,9.0,38,7,5,31,https://api.openalex.org/works?filter=cites:W1926682734,1
2015,10.1109/TVCG.2015.2467611,SensePath: Understanding the Sensemaking Process Through Analytic Provenance,2016,2016-01-31,W1955833269,SensePath: Understanding the Sensemaking Process Through Analytic Provenance,https://doi.org/10.1109/tvcg.2015.2467611,https://doi.org/10.1109/tvcg.2015.2467611,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,41,50,10.0,37,6,9,27,https://api.openalex.org/works?filter=cites:W1955833269,1
2016,10.1109/TVCG.2016.2598868,Time-Hierarchical Clustering and Visualization of Weather Forecast Ensembles,2017,2017-01-01,W2514026717,Time-Hierarchical Clustering and Visualization of Weather Forecast Ensembles,https://doi.org/10.1109/tvcg.2016.2598868,https://doi.org/10.1109/tvcg.2016.2598868,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,831,840,10.0,50,4,10,34,https://api.openalex.org/works?filter=cites:W2514026717,1
2016,10.1109/TVCG.2016.2598604,In Situ Distribution Guided Analysis and Visualization of Transonic Jet Engine Simulations,2017,2017-01-01,W2509745984,In Situ Distribution Guided Analysis and Visualization of Transonic Jet Engine Simulations,https://doi.org/10.1109/tvcg.2016.2598604,https://doi.org/10.1109/tvcg.2016.2598604,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,811,820,10.0,51,5,5,31,https://api.openalex.org/works?filter=cites:W2509745984,1
2017,10.1109/TVCG.2017.2745278,"Exploring Multivariate Event Sequences Using Rules, Aggregations, and Selections",2018,2018-01-01,W2750661846,"Exploring Multivariate Event Sequences Using Rules, Aggregations, and Selections",https://doi.org/10.1109/tvcg.2017.2745278,https://doi.org/10.1109/tvcg.2017.2745278,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,532,541,10.0,42,2,11,40,https://api.openalex.org/works?filter=cites:W2750661846,1
2017,10.1109/TVCG.2017.2744378,Visual Diagnosis of Tree Boosting Methods,2018,2018-01-01,W2751722336,Visual Diagnosis of Tree Boosting Methods,https://doi.org/10.1109/tvcg.2017.2744378,https://doi.org/10.1109/tvcg.2017.2744378,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,163,173,11.0,56,6,12,59,https://api.openalex.org/works?filter=cites:W2751722336,1
2018,10.1109/TVCG.2018.2865027,RetainVis: Visual Analytics with Interpretable and Interactive Recurrent Neural Networks on Electronic Medical Records,2019,2019-01-01,W2804604520,RetainVis: Visual Analytics with Interpretable and Interactive Recurrent Neural Networks on Electronic Medical Records,https://doi.org/10.1109/tvcg.2018.2865027,https://doi.org/10.1109/tvcg.2018.2865027,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,299,309,11.0,93,8,15,121,https://api.openalex.org/works?filter=cites:W2804604520,1
